METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52916;"{""type"": ""Point"", ""coordinates"": [-123.13976929362084, 49.266259847275464]}";Fairview;B61519
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52775;"{""type"": ""Point"", ""coordinates"": [-123.14025209057701, 49.2662712708331]}";Fairview;B61527
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52971;"{""type"": ""Point"", ""coordinates"": [-123.14065469948704, 49.266278634233636]}";Fairview;B61535
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54593;"{""type"": ""Point"", ""coordinates"": [-123.15763456182532, 49.23517616754681]}";Arbutus-Ridge;955612
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52954;"{""type"": ""Point"", ""coordinates"": [-123.15845149798155, 49.234230971035004]}";Kerrisdale;955708
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60493;"{""type"": ""Point"", ""coordinates"": [-123.12516521838931, 49.28899168132026]}";Downtown;081243
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61919;"{""type"": ""Point"", ""coordinates"": [-123.12324836757494, 49.28593363898792]}";Downtown;111103
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63975;"{""type"": ""Point"", ""coordinates"": [-123.12348986460245, 49.286089807195616]}";Downtown;111109
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62453;"{""type"": ""Point"", ""coordinates"": [-123.12373132131752, 49.286245741063496]}";Downtown;111117
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64912;"{""type"": ""Point"", ""coordinates"": [-123.12385472781523, 49.28632491028928]}";Downtown;111123
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50746;"{""type"": ""Point"", ""coordinates"": [-123.11475836714581, 49.25579535514062]}";Riley Park;D70438
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51782;"{""type"": ""Point"", ""coordinates"": [-123.11444386259136, 49.256962643672516]}";Mount Pleasant;D60437
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53611;"{""type"": ""Point"", ""coordinates"": [-123.10088114581399, 49.26069928233865]}";Mount Pleasant;512710
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61288;"{""type"": ""Point"", ""coordinates"": [-123.12297806641084, 49.278070423337454]}";Downtown;601023
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64867;"{""type"": ""Point"", ""coordinates"": [-123.12334578709766, 49.27782764715452]}";Downtown;601031
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50830;"{""type"": ""Point"", ""coordinates"": [-123.10899775799463, 49.26301293508302]}";Mount Pleasant;300146
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53055;"{""type"": ""Point"", ""coordinates"": [-123.14134959800414, 49.270652988592005]}";Fairview;B11607
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51859;"{""type"": ""Point"", ""coordinates"": [-123.14247928534154, 49.27055517257917]}";Fairview;B11624
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51887;"{""type"": ""Point"", ""coordinates"": [-123.14265401147141, 49.27055774550204]}";Fairview;B11628
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52546;"{""type"": ""Point"", ""coordinates"": [-123.14603494101368, 49.270731896632284]}";Kitsilano;B11807
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50457;"{""type"": ""Point"", ""coordinates"": [-123.13992966505512, 49.26874026889613]}";Fairview;B31522
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66135;"{""type"": ""Point"", ""coordinates"": [-123.1240105621769, 49.27320086325108]}";Downtown;321306
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66134;"{""type"": ""Point"", ""coordinates"": [-123.12384806563952, 49.273243359913664]}";Downtown;321302
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66179;"{""type"": ""Point"", ""coordinates"": [-123.12534875971936, 49.272933134608486]}";Downtown;321340
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50326;"{""type"": ""Point"", ""coordinates"": [-123.20646820144259, 49.26371185567754]}";West Point Grey;D04404
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52737;"{""type"": ""Point"", ""coordinates"": [-123.15897341188636, 49.26814832716751]}";Kitsilano;B42332
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50587;"{""type"": ""Point"", ""coordinates"": [-123.11865508717814, 49.2633709112042]}";Fairview;300617
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53219;"{""type"": ""Point"", ""coordinates"": [-123.11280640270154, 49.26734239494417]}";Mount Pleasant;792001
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54577;"{""type"": ""Point"", ""coordinates"": [-123.11281122184951, 49.26723142544552]}";Mount Pleasant;792005
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50217;"{""type"": ""Point"", ""coordinates"": [-123.11281122184951, 49.26723142544552]}";Mount Pleasant;792007
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54747;"{""type"": ""Point"", ""coordinates"": [-123.21030639331565, 49.26377220835406]}";West Point Grey;D04522
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53777;"{""type"": ""Point"", ""coordinates"": [-123.21091545808456, 49.2637811457829]}";West Point Grey;D04534
Twin;$5.00;$6.00;$5.00;$6.00;$5.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50157;"{""type"": ""Point"", ""coordinates"": [-123.14944408611142, 49.26816545302915]}";Kitsilano;B41929
Twin;$5.00;$6.00;$5.00;$6.00;$5.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52362;"{""type"": ""Point"", ""coordinates"": [-123.14985396560996, 49.268171479664744]}";Kitsilano;B41937
Twin;$5.00;$6.00;$5.00;$6.00;$5.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50215;"{""type"": ""Point"", ""coordinates"": [-123.14921873253267, 49.26799111144607]}";Kitsilano;B41922
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52743;"{""type"": ""Point"", ""coordinates"": [-123.11899294118285, 49.26337623072931]}";Fairview;300625
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53264;"{""type"": ""Point"", ""coordinates"": [-123.1334237550871, 49.263606621374485]}";Fairview;301243
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52495;"{""type"": ""Point"", ""coordinates"": [-123.13168129250896, 49.26339938287385]}";Fairview;301204
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51493;"{""type"": ""Point"", ""coordinates"": [-123.13202983045564, 49.26340574951624]}";Fairview;301212
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51575;"{""type"": ""Point"", ""coordinates"": [-123.06959037014099, 49.26469493711841]}";Grandview-Woodland;6C2210
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50924;"{""type"": ""Point"", ""coordinates"": [-123.10632477832813, 49.268258981366074]}";Mount Pleasant;B30032
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61269;"{""type"": ""Point"", ""coordinates"": [-123.12619339313613, 49.28865341520391]}";Downtown;670607
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51722;"{""type"": ""Point"", ""coordinates"": [-123.15542564329157, 49.271654544091255]}";Kitsilano;982206
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65069;"{""type"": ""Point"", ""coordinates"": [-123.10674533760563, 49.279505207601815]}";Downtown;400034
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65229;"{""type"": ""Point"", ""coordinates"": [-123.10724729735989, 49.27958582536465]}";Downtown;400046
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50450;"{""type"": ""Point"", ""coordinates"": [-123.13904755695339, 49.264573946289055]}";Fairview;B81507
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51509;"{""type"": ""Point"", ""coordinates"": [-123.13993042859909, 49.26458709285378]}";Fairview;B81525
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54584;"{""type"": ""Point"", ""coordinates"": [-123.14155552538487, 49.2645041564358]}";Fairview;B81606
Single;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54307;"{""type"": ""Point"", ""coordinates"": [-123.10791776294424, 49.26660058864532]}";Mount Pleasant;B50121
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54055;"{""type"": ""Point"", ""coordinates"": [-123.14365011352041, 49.264648552932286]}";Fairview;B81701
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50824;"{""type"": ""Point"", ""coordinates"": [-123.20484189625978, 49.26368632553366]}";West Point Grey;D04338
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51486;"{""type"": ""Point"", ""coordinates"": [-123.20484189625978, 49.26368632553366]}";West Point Grey;D04340
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51458;"{""type"": ""Point"", ""coordinates"": [-123.2052851095546, 49.26369372455253]}";West Point Grey;D04348
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53387;"{""type"": ""Point"", ""coordinates"": [-123.20662649328344, 49.26386856614048]}";West Point Grey;D04407
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50252;"{""type"": ""Point"", ""coordinates"": [-123.20679443643817, 49.26387104519832]}";West Point Grey;D04411
Twin;$4.00;$4.00;$4.00;$4.00;$4.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62290;"{""type"": ""Point"", ""coordinates"": [-123.10062539832214, 49.2795619986369]}";Downtown;410127
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62231;"{""type"": ""Point"", ""coordinates"": [-123.09771418495949, 49.279512136200395]}";Strathcona;410235
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63081;"{""type"": ""Point"", ""coordinates"": [-123.09810610532732, 49.27938243542108]}";Strathcona;410228
Single Motorbike;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;$5.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;61992;"{""type"": ""Point"", ""coordinates"": [-123.12097676018867, 49.28597374727526]}";Downtown;101098
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54952;"{""type"": ""Point"", ""coordinates"": [-123.13764603494236, 49.264441775776994]}";Fairview;B81428
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54138;"{""type"": ""Point"", ""coordinates"": [-123.14331547702652, 49.26338514188232]}";Fairview;902506
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;57256;"{""type"": ""Point"", ""coordinates"": [-123.03721301597633, 49.234919117645774]}";Renfrew-Collingwood;993211
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51177;"{""type"": ""Point"", ""coordinates"": [-123.14819819697065, 49.26410741416102]}";Kitsilano;912413
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52701;"{""type"": ""Point"", ""coordinates"": [-123.15599224429029, 49.23640801184561]}";Arbutus-Ridge;H92106
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53566;"{""type"": ""Point"", ""coordinates"": [-123.15582216621296, 49.23561781061508]}";Arbutus-Ridge;K02103
Single;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53650;"{""type"": ""Point"", ""coordinates"": [-123.15573386182197, 49.23549423597293]}";Arbutus-Ridge;K02102
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54699;"{""type"": ""Point"", ""coordinates"": [-123.1607609351604, 49.23458422626698]}";Kerrisdale;K12314
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61560;"{""type"": ""Point"", ""coordinates"": [-123.12635670655266, 49.28568827577038]}";West End;121147
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62998;"{""type"": ""Point"", ""coordinates"": [-123.12770616258773, 49.28639019673637]}";West End;121216
Twin;$4.00;$2.00;$4.00;$2.00;$4.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63503;"{""type"": ""Point"", ""coordinates"": [-123.12814449908133, 49.27963416289274]}";Downtown;641116
Twin;$4.00;$2.00;$4.00;$2.00;$4.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64771;"{""type"": ""Point"", ""coordinates"": [-123.12814449908133, 49.27963416289274]}";Downtown;641118
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63194;"{""type"": ""Point"", ""coordinates"": [-123.09686043293092, 49.27783146659347]}";Strathcona;500720
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52381;"{""type"": ""Point"", ""coordinates"": [-123.1240941888275, 49.26374182677309]}";Fairview;832414
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63850;"{""type"": ""Point"", ""coordinates"": [-123.0998588113292, 49.27983701667044]}";Downtown;510513
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51534;"{""type"": ""Point"", ""coordinates"": [-123.06959505026984, 49.2764364417156]}";Grandview-Woodland;6C0901
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52057;"{""type"": ""Point"", ""coordinates"": [-123.06960428519254, 49.27596472865283]}";Grandview-Woodland;6C0919
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52358;"{""type"": ""Point"", ""coordinates"": [-123.06977605446313, 49.26812906667327]}";Grandview-Woodland;6C1819
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52389;"{""type"": ""Point"", ""coordinates"": [-123.14333991875814, 49.26745778058222]}";Fairview;902005
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62029;"{""type"": ""Point"", ""coordinates"": [-123.09704143210658, 49.2791134520385]}";Strathcona;500606
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64125;"{""type"": ""Point"", ""coordinates"": [-123.09687681971873, 49.277950027361534]}";Strathcona;500714
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63138;"{""type"": ""Point"", ""coordinates"": [-123.09711519714563, 49.2781271672934]}";Strathcona;500709
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64233;"{""type"": ""Point"", ""coordinates"": [-123.12391573411101, 49.282700644264644]}";West End;640839
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63363;"{""type"": ""Point"", ""coordinates"": [-123.12535271276087, 49.281480526584964]}";Downtown;640930
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60931;"{""type"": ""Point"", ""coordinates"": [-123.12523260555731, 49.281560183193285]}";Downtown;640928
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52993;"{""type"": ""Point"", ""coordinates"": [-123.13937952422623, 49.26531592061993]}";Fairview;B71508
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52882;"{""type"": ""Point"", ""coordinates"": [-123.13986832319401, 49.26532414524195]}";Fairview;B71516
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52065;"{""type"": ""Point"", ""coordinates"": [-123.14268894786875, 49.26536918047741]}";Fairview;B71634
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52177;"{""type"": ""Point"", ""coordinates"": [-123.14268894786875, 49.26536918047741]}";Fairview;B71636
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65891;"{""type"": ""Point"", ""coordinates"": [-123.1387427275416, 49.28078096167293]}";West End;351310
