METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54380;"{""type"": ""Point"", ""coordinates"": [-123.13683405753086, 49.26526193361344]}";Fairview;B71414
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51227;"{""type"": ""Point"", ""coordinates"": [-123.13456883594989, 49.26362776341434]}";Fairview;301315
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50098;"{""type"": ""Point"", ""coordinates"": [-123.13403515397614, 49.263437973203764]}";Fairview;301302
Single;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61342;"{""type"": ""Point"", ""coordinates"": [-123.12557153310144, 49.27683780331838]}";Downtown;160609
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53256;"{""type"": ""Point"", ""coordinates"": [-123.13126119731793, 49.26384265895922]}";Fairview;862412
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;65896;"{""type"": ""Point"", ""coordinates"": [-123.12609160361761, 49.27232882987814]}";Downtown;581419
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54978;"{""type"": ""Point"", ""coordinates"": [-123.13836727325186, 49.26514631833473]}";Fairview;612304
Twin;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60606;"{""type"": ""Point"", ""coordinates"": [-123.11258998093027, 49.28368858004414]}";Downtown;590409
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53661;"{""type"": ""Point"", ""coordinates"": [-123.1544824760273, 49.268244145997066]}";Kitsilano;B42135
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54085;"{""type"": ""Point"", ""coordinates"": [-123.15482001075172, 49.26824975698316]}";Kitsilano;B42141
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50578;"{""type"": ""Point"", ""coordinates"": [-123.15398069074203, 49.26806603617104]}";Kitsilano;B42122
Single;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52386;"{""type"": ""Point"", ""coordinates"": [-123.06977276986007, 49.26830499672897]}";Grandview-Woodland;6C1813
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54212;"{""type"": ""Point"", ""coordinates"": [-123.20463206318315, 49.26383748409384]}";West Point Grey;D04329
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52884;"{""type"": ""Point"", ""coordinates"": [-123.13885126623482, 49.26540183119923]}";Fairview;B71501
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53705;"{""type"": ""Point"", ""coordinates"": [-123.15256509115558, 49.23361154784319]}";Kerrisdale;K22007
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50561;"{""type"": ""Point"", ""coordinates"": [-123.15343999002408, 49.23362246971669]}";Kerrisdale;K22025
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52690;"{""type"": ""Point"", ""coordinates"": [-123.1539521327392, 49.233630774597984]}";Kerrisdale;K22037
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$ .75;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52303;"{""type"": ""Point"", ""coordinates"": [-123.14294770731732, 49.26706094840757]}";Fairview;B51644
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50283;"{""type"": ""Point"", ""coordinates"": [-123.06963273473322, 49.27450319160127]}";Grandview-Woodland;6C1105
Twin;$3.00;$4.00;$3.00;$4.00;$3.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53405;"{""type"": ""Point"", ""coordinates"": [-123.06966883095056, 49.27253748713371]}";Grandview-Woodland;6C1311
Single;$3.00;$4.00;$3.00;$4.00;$3.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50395;"{""type"": ""Point"", ""coordinates"": [-123.06967353801215, 49.272297402650395]}";Grandview-Woodland;6C1317
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54068;"{""type"": ""Point"", ""coordinates"": [-123.14420493980852, 49.2637803640378]}";Fairview;301713
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50700;"{""type"": ""Point"", ""coordinates"": [-123.14420493980852, 49.2637803640378]}";Fairview;301715
Twin;$4.00;$7.00;$4.00;$7.00;$4.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64597;"{""type"": ""Point"", ""coordinates"": [-123.12209155443738, 49.275942886608064]}";Downtown;581114
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51944;"{""type"": ""Point"", ""coordinates"": [-123.14326185464522, 49.26955061072284]}";Fairview;901801
Twin;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60688;"{""type"": ""Point"", ""coordinates"": [-123.11221715860158, 49.28373129198756]}";Downtown;590408
Twin Bay Single;$7.00;$2.00;$7.00;$2.00;$7.00;$2.00;$3.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;66215;"{""type"": ""Point"", ""coordinates"": [-123.12268810851592, 49.280858761227115]}";Downtown;620903
Twin;$5.00;$1.00;$4.00;$2.00;$4.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52710;"{""type"": ""Point"", ""coordinates"": [-123.11545229909332, 49.263115894549735]}";Fairview;300508
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51826;"{""type"": ""Point"", ""coordinates"": [-123.12211909950821, 49.264194860880025]}";Fairview;B80802
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65877;"{""type"": ""Point"", ""coordinates"": [-123.12500661393956, 49.27932325454013]}";Downtown;621021
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54552;"{""type"": ""Point"", ""coordinates"": [-123.14471502958635, 49.263788901386874]}";Fairview;301727
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53094;"{""type"": ""Point"", ""coordinates"": [-123.1343760326246, 49.26344281246852]}";Fairview;301312
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67607;"{""type"": ""Point"", ""coordinates"": [-123.12620525557394, 49.28360317104678]}";West End;650906
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52000;"{""type"": ""Point"", ""coordinates"": [-123.14327564300605, 49.26918538855341]}";Fairview;901813
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53251;"{""type"": ""Point"", ""coordinates"": [-123.14329530026556, 49.26866337274799]}";Fairview;901903
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51295;"{""type"": ""Point"", ""coordinates"": [-123.14330044591195, 49.26854157135791]}";Fairview;901905
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52987;"{""type"": ""Point"", ""coordinates"": [-123.11308823716332, 49.26145130357825]}";Mount Pleasant;792619
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65989;"{""type"": ""Point"", ""coordinates"": [-123.12634275037479, 49.275844541640424]}";Downtown;601231
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64807;"{""type"": ""Point"", ""coordinates"": [-123.09953369024132, 49.28081627855275]}";Strathcona;510410
Twin;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62226;"{""type"": ""Point"", ""coordinates"": [-123.09764902906845, 49.27847492091459]}";Strathcona;420236
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52959;"{""type"": ""Point"", ""coordinates"": [-123.11308430328198, 49.26157025108465]}";Mount Pleasant;792615
Pay Station;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67609;"{""type"": ""Point"", ""coordinates"": [-123.12934514694749, 49.28169873923392]}";West End;651027
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54129;"{""type"": ""Point"", ""coordinates"": [-123.11981213069825, 49.26298454240224]}";Fairview;812504
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50810;"{""type"": ""Point"", ""coordinates"": [-123.113098981591, 49.26117316117194]}";Mount Pleasant;792703
Single;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50263;"{""type"": ""Point"", ""coordinates"": [-123.14105233501287, 49.26966693850615]}";Fairview;B21602
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53194;"{""type"": ""Point"", ""coordinates"": [-123.14225037893821, 49.26968543910707]}";Fairview;B21630
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64861;"{""type"": ""Point"", ""coordinates"": [-123.12628386053235, 49.287897965102935]}";Downtown;111223
Single;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53378;"{""type"": ""Point"", ""coordinates"": [-123.11723908210497, 49.2642239328714]}";Fairview;B80543
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54514;"{""type"": ""Point"", ""coordinates"": [-123.11584040428805, 49.26409151297041]}";Fairview;B80518
Twin;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62468;"{""type"": ""Point"", ""coordinates"": [-123.12505005517508, 49.27669989695499]}";Downtown;601139
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65212;"{""type"": ""Point"", ""coordinates"": [-123.12252693532868, 49.28904876771292]}";Downtown;660305
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61786;"{""type"": ""Point"", ""coordinates"": [-123.12714798131141, 49.28845873881588]}";Downtown;111307
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51636;"{""type"": ""Point"", ""coordinates"": [-123.21180416536625, 49.263949007848616]}";West Point Grey;D04553
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50216;"{""type"": ""Point"", ""coordinates"": [-123.14619299037288, 49.26794214161985]}";Kitsilano;B41806
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53477;"{""type"": ""Point"", ""coordinates"": [-123.14652742942944, 49.26794780773269]}";Kitsilano;B41816
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51969;"{""type"": ""Point"", ""coordinates"": [-123.14685559845552, 49.26795279721161]}";Kitsilano;B41822
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53123;"{""type"": ""Point"", ""coordinates"": [-123.13224046992299, 49.263587256789044]}";Fairview;301215
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50639;"{""type"": ""Point"", ""coordinates"": [-123.11985778734727, 49.26174639454455]}";Fairview;812616
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52275;"{""type"": ""Point"", ""coordinates"": [-123.14317627247762, 49.26691017566549]}";Fairview;902102
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52304;"{""type"": ""Point"", ""coordinates"": [-123.14321936220132, 49.26574578311031]}";Fairview;902214
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52035;"{""type"": ""Point"", ""coordinates"": [-123.14322424846532, 49.26562937910612]}";Fairview;902218
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52416;"{""type"": ""Point"", ""coordinates"": [-123.14339703862511, 49.26596594524204]}";Fairview;902207
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50584;"{""type"": ""Point"", ""coordinates"": [-123.14344688271457, 49.26438353678866]}";Fairview;902403
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66072;"{""type"": ""Point"", ""coordinates"": [-123.12523294533561, 49.28183011014365]}";West End;640903
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66073;"{""type"": ""Point"", ""coordinates"": [-123.12533781552285, 49.28176010390347]}";West End;640907
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66055;"{""type"": ""Point"", ""coordinates"": [-123.12590142819074, 49.2813874505898]}";West End;640925
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;57101;"{""type"": ""Point"", ""coordinates"": [-123.03732843707648, 49.23496314813211]}";Renfrew-Collingwood;993209
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60163;"{""type"": ""Point"", ""coordinates"": [-123.1248713052417, 49.28179909035332]}";Downtown;640914
Single;$5.00;$3.00;$5.00;$3.00;$5.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66859;"{""type"": ""Point"", ""coordinates"": [-123.1208487679332, 49.27357210772267]}";Downtown;160120
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50160;"{""type"": ""Point"", ""coordinates"": [-123.14652742942944, 49.26794780773269]}";Kitsilano;B41814
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52504;"{""type"": ""Point"", ""coordinates"": [-123.14702150402792, 49.26795519483477]}";Kitsilano;B41826
Single / Disability;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50912;"{""type"": ""Point"", ""coordinates"": [-123.06984529897021, 49.26476435219361]}";Grandview-Woodland;6C2207
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64401;"{""type"": ""Point"", ""coordinates"": [-123.12206018008204, 49.28392577423909]}";West End;640709
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52746;"{""type"": ""Point"", ""coordinates"": [-123.15388437961683, 49.2344735673167]}";Kerrisdale;K12036
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54281;"{""type"": ""Point"", ""coordinates"": [-123.1585008811758, 49.268306446343416]}";Kitsilano;B42317
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63308;"{""type"": ""Point"", ""coordinates"": [-123.12404929598569, 49.28401423740579]}";West End;121034
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63330;"{""type"": ""Point"", ""coordinates"": [-123.1255965974251, 49.285019080995326]}";West End;121108
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64513;"{""type"": ""Point"", ""coordinates"": [-123.12586490354587, 49.28519388910239]}";West End;121114
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64522;"{""type"": ""Point"", ""coordinates"": [-123.12519807348443, 49.28493571443157]}";West End;121109
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61580;"{""type"": ""Point"", ""coordinates"": [-123.1255797086327, 49.28518030185075]}";West End;121121
Twin;$5.00;$1.00;$4.00;$2.00;$4.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50539;"{""type"": ""Point"", ""coordinates"": [-123.11580921987205, 49.26312346212732]}";Fairview;300516
Twin;$5.00;$1.00;$4.00;$2.00;$4.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54198;"{""type"": ""Point"", ""coordinates"": [-123.11702720145466, 49.26315834165383]}";Fairview;300544
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54179;"{""type"": ""Point"", ""coordinates"": [-123.15339374470238, 49.26189893885421]}";Kitsilano;D12102
Twin Bay Single;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;51791;"{""type"": ""Point"", ""coordinates"": [-123.13833318205714, 49.25978548424087]}";Fairview;D31436
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;59879;"{""type"": ""Point"", ""coordinates"": [-123.13916339584165, 49.26177710661758]}";Fairview;D11505
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54162;"{""type"": ""Point"", ""coordinates"": [-123.09895631118813, 49.26832894312507]}";Strathcona;A20239
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50250;"{""type"": ""Point"", ""coordinates"": [-123.17775913828962, 49.2644838945972]}";Kitsilano;0M2412
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50586;"{""type"": ""Point"", ""coordinates"": [-123.16195693379368, 49.234747024957315]}";Arbutus-Ridge;K12411
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51842;"{""type"": ""Point"", ""coordinates"": [-123.11813446372574, 49.264127941538234]}";Fairview;B80612
